name,resource_id,resource_link,project_id,project_link,folder_name,related_projects,status,release_date,contact_name,contact_mail,masked_assemblies,assembly_id_alias,annotation_id_alias,annotations
Aspergillus californicus CBS 123895 Annotated Minimal Draft,Aspcalif1,https://mycocosm.jgi.doe.gov/Aspcalif1,1097410,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcalMinimDraft_2_FD,AspcalMinimDraft_2_FD,"['SP 1097688', 'SP 1097689', 'AP 1097413', 'AP 1097411', 'AP 1097412']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcalMinimDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcalif1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcalif1,Aspcalif1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcalMinimDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcalif1_GeneCatalog_20170407.gff3.gz
Aspergillus caninus CBS 128032 Annotated Minimal Draft,Aspcanin1,https://mycocosm.jgi.doe.gov/Aspcanin1,1097606,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcanMinimDraft_FD,AspcanMinimDraft_FD,"['SP 1097786', 'SP 1097787', 'AP 1097607', 'AP 1097609', 'AP 1097608']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcanMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcanin1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcanin1,Aspcanin1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcanMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcanin1_GeneCatalog_20170408.gff3.gz
Aspergillus capensis CBS 138188 Annotated Minimal Draft,Aspcap1,https://mycocosm.jgi.doe.gov/Aspcap1,1097634,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcapMinimDraft_FD,AspcapMinimDraft_FD,"['SP 1097800', 'SP 1097801', 'AP 1097635', 'AP 1097637', 'AP 1097636']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcapMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcap1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcap1,Aspcap1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcapMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcap1_GeneCatalog_20170323.gff3.gz
Aspergillus capperatus DTO 337-E6 Annotated Minimal Draft,Aspcapp1,https://mycocosm.jgi.doe.gov/Aspcapp1,1187837,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcapMinimDraft_2_FD,AspcapMinimDraft_2_FD,"['SP 1188196', 'SP 1188195', 'AP 1187839', 'AP 1187838', 'AP 1187840']",Complete,2021-02-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcapMinimDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcapp1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcapp1,Aspcapp1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcapMinimDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcapp1_GeneCatalog_20210211.gff3.gz
Aspergillus carlsbadensis CBS 123894 Annotated Minimal Draft,Aspcar1,https://mycocosm.jgi.doe.gov/Aspcar1,1097414,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcarMinimDraft_FD,AspcarMinimDraft_FD,"['SP 1097690', 'SP 1097691', 'AP 1137202', 'AP 1097415', 'AP 1097416', 'AP 1097417']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcarMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcar1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcar1,Aspcar1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcarMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcar1_GeneCatalog_20170323.gff3.gz
Aspergillus cejpii CBS 157.66 Annotated Minimal Draft,Aspcej1,https://mycocosm.jgi.doe.gov/Aspcej1,1051966,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcejStandDraft_FD,AspcejStandDraft_FD,"['SP 1051968', 'SP 1051967', 'AP 1051971', 'AP 1051969', 'AP 1051970', 'AP 1308129']",Complete,2021-04-30,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcejStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcej1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcej1,Aspcej1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcejStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcej1_GeneCatalog_20210330.gff3.gz
Aspergillus cervinus CBS 196.64 Annotated Minimal Draft,Aspcer1,https://mycocosm.jgi.doe.gov/Aspcer1,1187889,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcerMinimDraft_FD,AspcerMinimDraft_FD,"['SP 1188222', 'SP 1188221', 'AP 1187890', 'AP 1187892', 'AP 1187891']",Complete,2019-11-08,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcerMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcer1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcer1,Aspcer1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcerMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcer1_GeneCatalog_20190828.gff3.gz
Aspergillus chevalieri CBS 522.65 Annotated Standard Draft,Aspchev1,https://mycocosm.jgi.doe.gov/Aspchev1,1051972,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcheStandDraft_FD,AspcheStandDraft_FD,"['SP 1051974', 'SP 1051973', 'AP 1051976', 'AP 1051975', 'AP 1051977']",Complete,2016-03-15,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcheStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspchev1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspchev1,Aspchev1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcheStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspchev1_GeneCatalog_20160413.gff3.gz
Aspergillus christenseniae CBS 411.64 Annotated Minimal Draft,Aspchris1,https://mycocosm.jgi.doe.gov/Aspchris1,1187893,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspchrMinimDraft_2_FD,AspchrMinimDraft_2_FD,"['SP 1188224', 'SP 1188223', 'AP 1187896', 'AP 1187894', 'AP 1187895']",Complete,2021-04-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspchrMinimDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspchris1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspchris1,Aspchris1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspchrMinimDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspchris1_GeneCatalog_20210409.gff3.gz
Aspergillus chrysellus CBS 472.65 Annotated Minimal Draft,Aspchr1,https://mycocosm.jgi.doe.gov/Aspchr1,1097614,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspchrMinimDraft_FD,AspchrMinimDraft_FD,"['SP 1097790', 'SP 1097791', 'AP 1097617', 'AP 1097615', 'AP 1097616']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspchrMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspchr1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspchr1,Aspchr1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspchrMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspchr1_GeneCatalog_20170323.gff3.gz
Aspergillus cibarius DTO 197-D3 Annotated Minimal Draft,Aspcib1,https://mycocosm.jgi.doe.gov/Aspcib1,1188133,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcibMinimDraft_FD,AspcibMinimDraft_FD,"['SP 1188392', 'SP 1188391', 'AP 1188135', 'AP 1188136', 'AP 1188134']",Complete,2021-10-11,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcibMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcib1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcib1,Aspcib1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcibMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcib1_GeneCatalog_20210917.gff3.gz
Aspergillus clavatonanicus CBS 474.65 Annotated Standard Draft,Aspcla1,https://mycocosm.jgi.doe.gov/Aspcla1,1052206,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspclaStandDraft_FD,AspclaStandDraft_FD,"['SP 1052208', 'SP 1052207', 'AP 1052209', 'AP 1052210', 'AP 1052211']",Complete,2016-10-13,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspclaStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcla1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcla1,Aspcla1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspclaStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcla1_GeneCatalog_20160910.gff3.gz
Aspergillus cleistominutus CBS 200.75 Annotated Minimal Draft,Aspcle1,https://mycocosm.jgi.doe.gov/Aspcle1,1052038,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcleStandDraft_FD,AspcleStandDraft_FD,"['SP 1052040', 'SP 1052039', 'AP 1052042', 'AP 1052043', 'AP 1052041']",Complete,2018-12-07,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcleStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcle1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcle1,Aspcle1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcleStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcle1_GeneCatalog_20181121.gff3.gz
Aspergillus conjunctus CBS 476.65 Annotated Minimal Draft,Aspcon1,https://mycocosm.jgi.doe.gov/Aspcon1,1097390,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspconMinimDraft_FD,AspconMinimDraft_FD,"['SP 1097679', 'SP 1097678', 'AP 1097391', 'AP 1097392', 'AP 1097393']",Complete,2021-02-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspconMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcon1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcon1,Aspcon1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspconMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcon1_GeneCatalog_20210202.gff3.gz
Aspergillus coreanus CBS 117059 Annotated Minimal Draft,Aspcorea1,https://mycocosm.jgi.doe.gov/Aspcorea1,1097530,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcorMinimDraft_FD,AspcorMinimDraft_FD,"['SP 1097749', 'SP 1097748', 'AP 1097532', 'AP 1097531', 'AP 1097533']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcorea1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcorea1,Aspcorea1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcorea1_GeneCatalog_20170408.gff3.gz
Aspergillus coremiiformis CBS 553.77 Annotated Standard Draft,Aspcor1,https://mycocosm.jgi.doe.gov/Aspcor1,1052254,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcorStandDraft_FD,AspcorStandDraft_FD,"['SP 1052255', 'SP 1052256', 'AP 1052259', 'AP 1052257', 'AP 1052258']",Complete,2016-10-12,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcor1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcor1,Aspcor1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcor1_GeneCatalog_20160916.gff3.gz
Aspergillus corrugatus CBS 191.77 Annotated Minimal Draft,Aspcorr1,https://mycocosm.jgi.doe.gov/Aspcorr1,1052044,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcorStandDraft_2_FD,AspcorStandDraft_2_FD,"['SP 1052046', 'SP 1052045', 'AP 1052047', 'AP 1052049', 'AP 1052048']",Complete,2021-06-30,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorStandDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcorr1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcorr1,Aspcorr1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcorStandDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcorr1_GeneCatalog_20210526.gff3.gz
Aspergillus costiformis CBS 101749 Annotated Minimal Draft,Aspcost1,https://mycocosm.jgi.doe.gov/Aspcost1,1187977,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcosMinimDraft_FD,AspcosMinimDraft_FD,"['SP 1188266', 'SP 1188265', 'AP 1187978', 'AP 1187980', 'AP 1187979']",Complete,2019-11-08,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcosMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcost1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcost1,Aspcost1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcosMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcost1_GeneCatalog_20190828.gff3.gz
Aspergillus creber IBT 32277 Annotated Minimal Draft,Aspcreb1,https://mycocosm.jgi.doe.gov/Aspcreb1,1188041,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcreMinimDraft_FD,AspcreMinimDraft_FD,"['SP 1188297', 'SP 1188298', 'AP 1188044', 'AP 1188042', 'AP 1188043']",Complete,2019-11-05,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcreMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcreb1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcreb1,Aspcreb1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcreMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcreb1_GeneCatalog_20191031.gff3.gz
Aspergillus cretensis CBS 112802 Annotated Standard Draft,Aspcre1,https://mycocosm.jgi.doe.gov/Aspcre1,1052350,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcreStandDraft_FD,AspcreStandDraft_FD,"['SP 1052352', 'SP 1052351', 'AP 1052353', 'AP 1052354', 'AP 1052355']",Complete,2019-03-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcreStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcre1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcre1,Aspcre1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcreStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcre1_GeneCatalog_20190322.gff3.gz
Aspergillus crustosus CBS 478.65 Annotated Minimal Draft,Aspcru1,https://mycocosm.jgi.doe.gov/Aspcru1,1097470,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcruMinimDraft_FD,AspcruMinimDraft_FD,"['SP 1097719', 'SP 1097718', 'AP 1097471', 'AP 1097473', 'AP 1097472']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcruMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcru1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcru1,Aspcru1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcruMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcru1_GeneCatalog_20170323.gff3.gz
Aspergillus cumulatus DTO 311-F5 Annotated Minimal Draft,Aspcu1,https://mycocosm.jgi.doe.gov/Aspcu1,1187989,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspcumMinimDraft_FD,AspcumMinimDraft_FD,"['SP 1188271', 'SP 1188272', 'AP 1187992', 'AP 1187990', 'AP 1187991']",Complete,2019-11-01,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcumMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspcu1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspcu1,Aspcu1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspcumMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspcu1_GeneCatalog_20190828.gff3.gz
Aspergillus deflectus CBS 109.55 Annotated Minimal Draft,Aspdef1,https://mycocosm.jgi.doe.gov/Aspdef1,1097422,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdefMinimDraft_FD,AspdefMinimDraft_FD,"['SP 1097694', 'SP 1097695', 'AP 1097423', 'AP 1097425', 'AP 1097424']",Complete,2021-04-30,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdefMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspdef1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspdef1,Aspdef1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdefMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspdef1_GeneCatalog_20210414.gff3.gz
Aspergillus dentatus CBS 114.63 Annotated Standard Draft,Aspden1,https://mycocosm.jgi.doe.gov/Aspden1,1052050,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdenStandDraft_FD,AspdenStandDraft_FD,"['SP 1052052', 'SP 1052051', 'AP 1052053', 'AP 1052055', 'AP 1052054']",Complete,2019-06-05,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdenStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspden1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspden1,Aspden1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdenStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspden1_GeneCatalog_20190524.gff3.gz
Aspergillus desertorum CBS 653.73 Annotated Standard Draft,Aspdese1,https://mycocosm.jgi.doe.gov/Aspdese1,1052056,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdesStandDraft_FD,AspdesStandDraft_FD,"['SP 1052058', 'SP 1052057', 'AP 1052061', 'AP 1052059', 'AP 1052060']",Complete,2015-05-14,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdesStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspdese1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspdese1,Aspdese1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdesStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspdese1_GeneCatalog_20160412.gff3.gz
Aspergillus dimorphicus CBS 649.79 Annotated Minimal Draft,Aspdim1,https://mycocosm.jgi.doe.gov/Aspdim1,1187905,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdimMinimDraft_FD,AspdimMinimDraft_FD,"['SP 1188229', 'SP 1188230', 'AP 1187908', 'AP 1187906', 'AP 1187907']",Complete,2021-04-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdimMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspdim1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspdim1,Aspdim1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdimMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspdim1_GeneCatalog_20210412.gff3.gz
Aspergillus dromiae CBS 140633 Annotated Minimal Draft,Aspdro1,https://mycocosm.jgi.doe.gov/Aspdro1,1188077,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdroMinimDraft_FD,AspdroMinimDraft_FD,"['SP 1188316', 'SP 1188315', 'AP 1188079', 'AP 1188080', 'AP 1188078']",Complete,2019-11-05,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdroMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspdro1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspdro1,Aspdro1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdroMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspdro1_GeneCatalog_20191031.gff3.gz
Aspergillus duricaulis CBS 481.65 Annotated Minimal Draft,Aspdur1,https://mycocosm.jgi.doe.gov/Aspdur1,1097534,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspdurMinimDraft_FD,AspdurMinimDraft_FD,"['SP 1097750', 'SP 1097751', 'AP 1097535', 'AP 1097537', 'AP 1097536']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdurMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspdur1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspdur1,Aspdur1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspdurMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspdur1_GeneCatalog_20170324.gff3.gz
Aspergillus egyptiacus CBS 656.73 Annotated Minimal Draft,Aspegy1,https://mycocosm.jgi.doe.gov/Aspegy1,1097426,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspegyMinimDraft_FD,AspegyMinimDraft_FD,"['SP 1097696', 'SP 1097697', 'AP 1097428', 'AP 1097429', 'AP 1097427']",Complete,2017-03-29,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspegyMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspegy1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspegy1,Aspegy1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspegyMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspegy1_GeneCatalog_20170324.gff3.gz
Aspergillus elegans CBS 116.39 Annotated Standard Draft,Aspele1,https://mycocosm.jgi.doe.gov/Aspele1,1052356,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspeleStandDraft_FD,AspeleStandDraft_FD,"['SP 1052358', 'SP 1052357', 'AP 1052361', 'AP 1052359', 'AP 1052360']",Complete,2014-02-28,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspeleStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspele1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspele1,Aspele1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspeleStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspele1_GeneCatalog_20160516.gff3.gz
Aspergillus endophyticus DTO 354-I2 Annotated Minimal Draft,Aspend1,https://mycocosm.jgi.doe.gov/Aspend1,1188141,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspendMinimDraft_FD,AspendMinimDraft_FD,"['SP 1188395', 'SP 1188396', 'AP 1188143', 'AP 1188144', 'AP 1188142']",Complete,2021-02-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspendMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspend1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspend1,Aspend1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspendMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspend1_GeneCatalog_20210201.gff3.gz
Aspergillus falconensis CBS 271.91 Annotated Standard Draft,Aspfalc1,https://mycocosm.jgi.doe.gov/Aspfalc1,1052068,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfalStandDraft_FD,AspfalStandDraft_FD,"['SP 1052070', 'SP 1052069', 'AP 1052071', 'AP 1052072', 'AP 1052073']",Complete,2016-03-15,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfalStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfalc1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfalc1,Aspfalc1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfalStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfalc1_GeneCatalog_20160412.gff3.gz
